parameter_id,IMPC_CBC_014_001
analysis_id,b13a812p216cmdo
gene_accession_id,MGI:1336200
mouse_life_stage,Middle aged adult
mouse_strain,C57BL
parameter_name,Alkaline phosphatase
gene_symbol,Hpca
pvalue,0.2566911
