gene_symbol,Ola1
mouse_life_stage,E18.5
gene_accession_id,MGI:1914309
pvalue,0.1677613
parameter_id,IMPC_GEL_029_001
parameter_name,Midbrain
analysis_id,08300t16plaad3n
mouse_strain,C57BL
