parameter_id,IMPC_IPG_010_001
mouse_strain,B6J
gene_accession_id,MGI:1346344
mouse_life_stage,Early adult
pvalue,0.95474
gene_symbol,Nr0b2
analysis_id,a128f9l592u2fyo
parameter_name,Fasted blood glucose concentration
