gene_symbol,Wars2
gene_accession_id,MGI:1917810
mouse_strain,C57BL
analysis_id,am7t4f9z3235adm
mouse_life_stage,Early adult
parameter_name,Eye
parameter_id,M-G-P_013_001_001
pvalue,0.4355134
