gene_symbol,Inpp1
pvalue,0.8414067
analysis_id,crn87jj78r7b933
mouse_strain,C57BL
parameter_id,MGP_IMM_071_001
mouse_life_stage,Early adult
parameter_name,Total CD4+ T cells - % of CD45+
gene_accession_id,MGI:104848
