gene_symbol,Ola1
pvalue,0.6173144
gene_accession_id,MGI:1914309
analysis_id,k2k6dj655ep4u79
parameter_name,KLRG1+ CD8+ T cells - % of CD8+
parameter_id,MGP_IMM_017_001
mouse_strain,C57BL
mouse_life_stage,E18.5
