gene_symbol,Tiprl
gene_accession_id,MGI:1915087
analysis_id,yy4251e4t403439
parameter_id,IMPC_HEM_038_001
parameter_name,Basophil differential count
mouse_strain,C57BL
pvalue,0.228121
mouse_life_stage,Early adult
