parameter_id,IMPC_OFD_017_001
gene_symbol,Ift74
gene_accession_id,MGI:1914944
mouse_life_stage,Early adult
mouse_strain,C58BL
pvalue,0.6048768
parameter_name,Center average speed
analysis_id,00t7e9717346dx4
