parameter_id,IMPC_XRY_067_001
gene_symbol,Dnajc6
gene_accession_id,MGI:1919935
pvalue,0.1524051
parameter_name,Caudal processes
analysis_id,ww6d30i24271lf7
mouse_life_stage,Early adult
mouse_strain,C57BL
