gene_symbol,Lpgat1
mouse_life_stage,Early adult
parameter_id,HMGULA_CBC_005_001
pvalue,0.390794
mouse_strain,C57BL
analysis_id,67ktlgr0uz3v0gn
gene_accession_id,MGI:2446186
parameter_name,Creatinine
