parameter_id,JAXLA_DXA_009_001
mouse_strain,C57BL
gene_accession_id,MGI:1914071
parameter_name,Fat/Body weight
mouse_life_stage,E12.5
gene_symbol,Bcs1l
pvalue,0.3310204
analysis_id,89443c426o67km8
