gene_symbol,Cntfr
mouse_life_stage,Early adult
parameter_id,IMPC_CSD_070_001
pvalue,0.4996535
mouse_strain,C57BL
gene_accession_id,MGI:99605
parameter_name,Lower teeth appearance
analysis_id,53pcbvxnyo89720
