parameter_name,Whole arena average speed
analysis_id,1x0p00da47a0o29
gene_accession_id,MGI:95835
parameter_id,IMPC_OFD_009_001
gene_symbol,Hspa5
mouse_life_stage,Early adult
pvalue,0.9147112
mouse_strain,C57BL
