parameter_id,IMPC_OFD_021_001
analysis_id,l2b236988i8a289
parameter_name,Number of rears - total
gene_symbol,Trim46
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.5509447
gene_accession_id,MGI:2673000
