gene_symbol,Kdm4c
analysis_id,3xf5n4dza449aab
mouse_strain,C57BL
gene_accession_id,MGI:1924054
parameter_name,HRV
pvalue,0.4082997
parameter_id,IMPC_ECG_010_001
mouse_life_stage,Early adult
