gene_symbol,Bmi1
analysis_id,bn6o9s3nrl5p026
pvalue,0.5190309
parameter_name,Lens Opacity
gene_accession_id,MGI:88174
parameter_id,IMPC_EYE_017_001
mouse_strain,C57BL
mouse_life_stage,Early adult
