parameter_id,IMPC_GEL_057_001
gene_symbol,Bcs1l
mouse_life_stage,E9.5
analysis_id,ob0swj3m0p7myr1
gene_accession_id,MGI:1914071
mouse_strain,C57BL
pvalue,0.1117599
parameter_name,Heart looping
