gene_symbol,Car13
parameter_id,JAX_LDT_005_001
mouse_life_stage,Early adult
analysis_id,11l4wqul0z522w4
gene_accession_id,MGI:1931322
mouse_strain,C57BL
parameter_name,Time mobile dark side
pvalue,0.4409694
