gene_symbol,Jun
mouse_life_stage,E15.5
analysis_id,e75296t77iwj2pk
mouse_strain,C57BL
gene_accession_id,MGI:96646
parameter_name,Forelimb and hindlimb grip strength measurement mean
parameter_id,IMPC_GRS_009_001
pvalue,0.6821713
