parameter_id,MGP_IMM_033_001
pvalue,0.3081097
mouse_life_stage,Early adult
parameter_name,Total NK cells - % of CD45+
analysis_id,qm76ih4204z49y4
gene_accession_id,MGI:1915678
gene_symbol,Steap3
mouse_strain,C57BL
