parameter_name,Limb grasp
pvalue,0.9754004
mouse_strain,C56BL
analysis_id,9j2l458116jmn9f
gene_accession_id,MGI:1914561
mouse_life_stage,Early adult
gene_symbol,Nanp
parameter_id,IMPC_CSD_039_001
