mouse_life_stage,Early adult
parameter_id,IMPC_GEL_029_001
pvalue,1.422976
analysis_id,zk1g2v25ait5693
mouse_strain,C57BL
parameter_name,Midbrain
gene_accession_id,MGI:891989
gene_symbol,NPBWR1
