gene_symbol,Bcs1l
parameter_name,Naive CD8+ T cells - % of CD8+
gene_accession_id,MGI:1914071
pvalue,0.8509517
parameter_id,MGP_MLN_015_001
mouse_strain,C57BL
analysis_id,cwmrf171897913q
mouse_life_stage,E9.5
