parameter_id,IMPC_ECH_008_001
gene_symbol,Bpifa3
mouse_strain,C57BL
pvalue,0.1372399
mouse_life_stage,Early adult
gene_accession_id,MGI:1920638
parameter_name,LVIDd
analysis_id,eg6vfann8nan6b1
