parameter_name,Whole arena average speed
mouse_life_stage,E12.5
analysis_id,57xm1s1e4806500
pvalue,0.5513009
gene_symbol,Wars2
mouse_strain,C57BL
gene_accession_id,MGI:1917810
parameter_id,HRWLLA_OFD_009_001
