parameter_id,M-G-P_026_001_004
parameter_name,Coat colouration
gene_accession_id,MGI:103302
analysis_id,v38tum65v4yg7p2
gene_symbol,Bmp7
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.1593193
