gene_symbol,Col6a3
pvalue,0.3637588
parameter_name,Monocyte percentage
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,wa23t7n71k1q0s0
gene_accession_id,MGI:88461
parameter_id,MGP_PBI_016_001
