gene_symbol,Inpp1
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,tvq04g59l256v9o
pvalue,0.9887815
gene_accession_id,MGI:104848
parameter_name,BMC/Body weight
parameter_id,JAXLA_DXA_007_001
