gene_symbol,Dnajc6
mouse_strain,C57BL
parameter_name,Mean platelet volume
mouse_life_stage,Early adult
pvalue,0.1612593
gene_accession_id,MGI:1919935
analysis_id,06kmrbs0z1s0k4e
parameter_id,IMPC_HEM_019_001
