parameter_id,IMPC_ABR_004_001
mouse_strain,C57BL
gene_symbol,Npbwr1
mouse_life_stage,Early adult
analysis_id,1h81l462br0si0m
gene_accession_id,MGI:891989
parameter_name,6kHz-evoked ABR Threshold
pvalue,0.9016145
