gene_symbol,Fgb
gene_accession_id,MGI:99501
parameter_name,Periphery resting time
mouse_life_stage,Early adult
analysis_id,336y6j1v12ruia6
mouse_strain,C57BL
parameter_id,ESLIM_007_001_007
pvalue,0.2366774
