mouse_strain,C57BL
pvalue,0.5401971
gene_symbol,MAPKAP1
mouse_life_stage,E12.5
parameter_id,MGP_PBI_014_001
gene_accession_id,MGI:2444554
analysis_id,i69rg1o4081uwi4
parameter_name,B cell percentage
