parameter_name,Body weight
gene_symbol,Lpgat1
parameter_id,M-G-P_009_001_003
mouse_life_stage,Middle aged adult
pvalue,0.4472321
gene_accession_id,MGI:2446186
mouse_strain,C57BL
analysis_id,8ljob7pavh0znhg
