parameter_id,MGP_PBI_027_001
pvalue,0.9018606
mouse_strain,C57BL
analysis_id,k7k63iv49vs92ob
mouse_life_stage,Early adult
gene_accession_id,MGI:2673000
gene_symbol,Trim46
parameter_name,NK cell number
