Gene_symbol,Cds2
Parameter_name,Clavicle
mouse_strain,C57BL
parameter_id,IMPC_XRY_007_001
Pvalue,0.3354037
analysis_id,1013nf4y5647d5q
gene_accession_id,MGI:1332236
mouse_life_stage,Early adult
