gene_symbol,Hpca
mouse_life_stage,Middle aged adult
parameter_id,MGP_PBI_035_001
gene_accession_id,MGI:1336200
mouse_strain,C57BL
parameter_name,IgD+ mature B cell number
pvalue,0.6245774
analysis_id,7fpwsf758l02d85
