parameter_id,IMPC_CSD_070_001
pvalue,0.5220074
analysis_id,90416139wk200t5
gene_symbol,Stk35
parameter_name,Lower teeth appearance
mouse_strain,C57BL
gene_accession_id,MGI:1914583
mouse_life_stage,Early adult
