gene_symbol,Galnt13
parameter_name,Corneal opacity
mouse_life_stage,Late adult
pvalue,0.8932003
gene_accession_id,MGI:2139447
analysis_id,6967mhg3086t2uf
parameter_id,IMPC_EYE_008_001
mouse_strain,C57BL
