parameter_id,IMPC_XRY_065_001
pvalue,0.3418244
gene_symbol,Alkbh3
parameter_name,Lumbar processes
analysis_id,vcq1863g1g050z3
gene_accession_id,MGI:1916363
mouse_strain,C57BL
mouse_life_stage,Early adult
