mouse_life_stage,E9.5
analysis_id,748u70m36e27u38
parameter_name,Forelimb and hindlimb grip strength normalised against body weight
pvalue,0.9932064
parameter_id,JAXLA_GRS_011_001
gene_symbol,Orc2
mouse_strain,C57BL
gene_accession_id,MGI:1328306
