parameter_id,MGP_PBI_033_001
analysis_id,h99m79v8qpk67s1
mouse_strain,C57BL
gene_symbol,Fgb
mouse_life_stage,E12.5
pvalue,0.3282709
parameter_name,CD8+ KLRG1+ alpha beta T cell number
gene_accession_id,MGI:99501
