gene_symbol,AU040320
mouse_life_stage,Middle aged adult
parameter_id,ESLIM_008_001_017
gene_accession_id,MGI:2140475
parameter_name,Limb grasping
pvalue,0.1778782
mouse_strain,C57BL
analysis_id,22dt6af45z08335
