parameter_id,JAX_OFD_014_001
pvalue,0.5033518
mouse_life_stage,Early adult
gene_accession_id,MGI:1933159
gene_symbol,Rnf114
mouse_strain,C57BL
analysis_id,1k7gsqc225941y2
parameter_name,Center distance travelled
