parameter_id,IMPC_CBC_015_001
analysis_id,8pog8t042556581
mouse_life_stage,Early adult
gene_accession_id,MGI:108072
pvalue,0.5722838
gene_symbol,Traf6
parameter_name,Total cholesterol
mouse_strain,C57BL
