gene_symbol,Cntfr
gene_accession_id,MGI:99605
pvalue,0.6673242
parameter_name,Time mobile light side
analysis_id,1q289v1l88k85p6
mouse_strain,129SV
parameter_id,JAX_LDT_003_001
mouse_life_stage,Early adult
