gene_symbol,Cds2
parameter_id,IMPC_DXA_004_001
mouse_strain,C57BL
gene_accession_id,MGI:1332236
analysis_id,7i67516zjm0hyu3
parameter_name,Bone Mineral Density (excluding skull)
mouse_life_stage,Early adult
pvalue,0.3788536
