mouse_life_stage,Middle aged adult
pvalue,0.8799604
parameter_id,IMPC_GEP_017_001
parameter_name,Facial Morphology
gene_accession_id,MGI:1917604
analysis_id,o2952vti951u9fq
mouse_strain,C57BL
gene_symbol,Secisbp2l
