parameter_id,HRWLLA_OFD_011_001
parameter_name,Periphery resting time
gene_accession_id,MGI:1336200
gene_symbol,Hpca
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.09088215
analysis_id,s9lp17240890973
