parameter_id,IMPC_ECG_010_001
gene_symbol,Tnfsf8
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,0wda9py08x6t1z9
pvalue,0.9749296
gene_accession_id,MGI:88328
parameter_name,HRV
