gene_symbol,Tiprl
mouse_strain,C57BL
analysis_id,941671630914q3t
gene_accession_id,MGI:1915087
mouse_life_stage,E12.5
parameter_name,Forelimb grip strength normalised against body weight
pvalue,0.9470526
parameter_id,JAXLA_GRS_010_001
