gene_symbol,Ahcy
parameter_id,IMPC_ABR_008_001
mouse_life_stage,E9.5
parameter_name,18kHz-evoked ABR Threshold
pvalue,0.6982649
mouse_strain,C57BL
gene_accession_id,MGI:87968
analysis_id,7l208651z8xw5ap
