parameter_name,Total cholesterol
pvalue,0.6306473
gene_symbol,Traf6
analysis_id,39b044o46386mf6
mouse_life_stage,Early adult
parameter_id,JAXLA_CBC_015_001
gene_accession_id,MGI:108072
mouse_strain,C57BL
