gene_symbol,Mecom
mouse_life_stage,Early adult
analysis_id,a6h1wc8id4216c4
parameter_name,30kHz-evoked ABR Threshold
parameter_id,IMPC_ABR_012_001
gene_accession_id,MGI:95457
mouse_strain,C3H
pvalue,0.8355149
