gene_symbol,Ntmt2
parameter_id,IMPC_IMM_065_001
gene_accession_id,MGI:2685053
mouse_life_stage,Early adult
pvalue,0.7094261
parameter_name,B2B Cells
analysis_id,q4c9977g3j0om1r
mouse_strain,C57BL
