gene_symbol,Bpifa3
pvalue,0.5389418
gene_accession_id,MGI:1920638
parameter_name,Total T cell percentage
parameter_id,MGP_PBI_001_001
analysis_id,iv5dxe02us5cj22
mouse_life_stage,Early adult
mouse_strain,C57BL
