gene_symbol,Snap23
mouse_strain,C57BL
gene_accession_id,MGI:109356
mouse_life_stage,Early adult
pvalue,0.2995332
parameter_id,IMPC_DXA_002_001
analysis_id,8c23p9aqk99d522
parameter_name,Fat mass
