parameter_name,Prepulse inhibition - PP3
mouse_life_stage,Early adult
pvalue,0.9132838
analysis_id,2l24z7j0l8yoe1i
gene_symbol,Trpa1
gene_accession_id,MGI:3522699
mouse_strain,C57BL
parameter_id,ESLIM_011_001_703
