gene_symbol,Mecom
mouse_life_stage,E15.5
gene_accession_id,MGI:95457
parameter_name,Weight
mouse_strain,C57BL
analysis_id,wvi3p0cb61lthq9
pvalue,0.3289492
parameter_id,M-G-P_005_001_001
