parameter_id,IMPC_CSD_028_001
parameter_name,Snout size
pvalue,0.631829
gene_symbol,Casq1
mouse_strain,C57BL
gene_accession_id,MGI:1309468
mouse_life_stage,Early adult
analysis_id,gccw6hw50bshd96
