gene_symbol,Secisbp2l
parameter_name,NK cells (Panel A) - % of live leukocytes (Panel A)
analysis_id,l2igzjd417p8lzl
mouse_life_stage,Middle aged adult
mouse_strain,C57BL
gene_accession_id,MGI:1917604
parameter_id,IMPC_IMM_005_002
pvalue,0.3566864
