gene_symbol,Mecom
parameter_id,IMPC_EYE_001_001
pvalue,0.1782958
mouse_life_stage,Early adult
mouse_strain,C3H
analysis_id,q906ec0omy1z3ep
parameter_name,Eye
gene_accession_id,MGI:95457
