mouse_life_stage,Middle aged adult
pvalue,0.597413
mouse_strain,C57BL
parameter_id,IMPC_EYE_004_001
parameter_name,Eyelid morphology
gene_accession_id,MGI:2446186
gene_symbol,Lpgat1
analysis_id,054874vuqxhj54z
