parameter_id,HRWLLA_OFD_020_001
parameter_name,Distance travelled - total
analysis_id,usft8j2624g4fm6
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_symbol,Tox
gene_accession_id,MGI:2181659
pvalue,0.2472947
