parameter_id,MGP_MLN_032_001
analysis_id,g3vka2080rzi4j9
gene_accession_id,MGI:95835
pvalue,0.9454458
parameter_name,Effector NK cells - % of NK cells
gene_symbol,Hspa5
mouse_strain,C57BL
mouse_life_stage,E9.5
